subject_area,subj_code,title,number,section_ids
Molecular and Medical Pharmacology,M PHARM,Research Frontiers in Cellular and Molecular Pharmacology,237,{5858981}
Molecular and Medical Pharmacology,M PHARM,Seminar: Pharmacology,251,"{2798,5858985}"
Molecular and Medical Pharmacology,M PHARM,Special Topics in Pharmacology,291,"{5867769,394}"
Molecular Biology,MOL BIO,Concepts in Molecular Biosciences: Biological Clocks and Related Metabolic Syndromes,254D,{1185}
Molecular Biology,MOL BIO,Concepts in Molecular Biosciences: Cancer Cell Biology,254B,{5867385}
Molecular Biology,MOL BIO,Concepts in Molecular Biosciences: Cancer Metabolism,254D,{4376}
Molecular Biology,MOL BIO,Concepts in Molecular Biosciences: Cell Biological Mechanisms of Neurodegenerative Disease,254B,{5867421}
Molecular Biology,MOL BIO,"Concepts in Molecular Biosciences: Epigenetics, Chromatin, and Gene Regulation during Development",254A,{5864873}
Molecular Biology,MOL BIO,"Concepts in Molecular Biosciences: From Fly to Human, and Back",254D,{201}
Molecular Biology,MOL BIO,Concepts in Molecular Biosciences: Genetic Approaches to Study of Metabolism,254C,{462}
Molecular Biology,MOL BIO,Concepts in Molecular Biosciences: Genetic Control of Morphogenesis and Neuronal Wiring in Central Nervous System,254C,{2453}
Molecular Biology,MOL BIO,Concepts in Molecular Biosciences: Lecture 1  ,254C,{4210}
Molecular Biology,MOL BIO,Concepts in Molecular Biosciences: Mechanisms of Microbial Pathogenesis,254D,{4381}
Molecular Biology,MOL BIO,"Concepts in Molecular Biosciences: Mechanobiology of Cells: Sensing, Responding to, and Changing Physical World",254B,"{5861499,5861513}"
Molecular Biology,MOL BIO,Concepts in Molecular Biosciences: Molecular Biology of Genome and Chromatin,254A,{5867377}
Molecular Biology,MOL BIO,"Concepts in Molecular Biosciences: Omics Approaches to Understand Transcription, Translation, and Protein Degradation",254A,{5867822}
Molecular Biology,MOL BIO,Concepts in Molecular Biosciences: Structure and Dynamics of Macromolecular Assemblies,254A,{5867824}
Molecular Biology,MOL BIO,Concepts in Molecular Biosciences: Using Genetics to Characterize Stem Cells in Development and Disease,254C,{460}
Molecular Biology,MOL BIO,Scientific Writing,255,{2810}
Molecular Biology,MOL BIO,Writing for Science,252,"{853,5862421}"
"Molecular, Cell, and Developmental Biology",MCD BIO,"Advanced Topics in Molecular, Cellular, and Developmental Biology",296,"{5867334,5867112,5867306,4157,5867847,3842,4985,4487,5867006,4729,4524,5190,5867695,5867072,5867286,3462,5867055,5867239,5867750,5867721,5867490,5867376,4968,4738,3812,5866823,4514,3974,5867465,3573,4981,5867566,3409,5866929,3973,4969,5866878,4730,4320,5867790,4208,3572,5867644,5866970,4197,5867167,4323,5867588}"
"Molecular, Cell, and Developmental Biology",MCD BIO,Biology of Cells,165A,"{3032,5867494}"
"Molecular, Cell, and Developmental Biology",MCD BIO,Biomedical Ethics,60,"{2415,5863085}"
"Molecular, Cell, and Developmental Biology",MCD BIO,Cancer Cell Biology,M140,{2203}
"Molecular, Cell, and Developmental Biology",MCD BIO,"Collaborative Undergraduate Research Laboratory in Yeast, Genetics, and Molecular Biology",30H,{3635}
"Molecular, Cell, and Developmental Biology",MCD BIO,Developmental Biology,138,"{1708,5863104}"
"Molecular, Cell, and Developmental Biology",MCD BIO,"Directed Research in Molecular, Cell, and Developmental Biology",199A,"{3207804,2693866,5862363,2664334,5861923,3088962,5862239,5862387,5862407,5862268,2433605,5862046,2793719,2805265,2246614,5862508,3148989,2365528,2179082,5862213,5861998,5862188,5862326,1956367,3148971,5862435,6687000,5862088,2811461,2664306,5862154,5862128,3219691,3566870,5862457,1961742}"
"Molecular, Cell, and Developmental Biology",MCD BIO,"Directed Research in Molecular, Cell, and Developmental Biology",199B,"{2377625,3340925,2929137,2370861,2416334,2393544,2694051,1823231,3231265,2410628,2134745,2705655,3136166,3566615,2635284}"
"Molecular, Cell, and Developmental Biology",MCD BIO,"Directed Research in Molecular, Cell, and Developmental Biology",199C,"{5864831,5864759,5864600,5864808,5864732,5864627,5864703}"
"Molecular, Cell, and Developmental Biology",MCD BIO,"Directed Research in Molecular, Cell, and Developmental Biology",199D,"{2810823,5867503}"
"Molecular, Cell, and Developmental Biology",MCD BIO,Honors Contracts,189HC,"{3342919,9203839,5865652}"
"Molecular, Cell, and Developmental Biology",MCD BIO,"Honors Research in Molecular, Cell, and Developmental Biology",198A,"{5867891,2308198,2805038,5867957,5867692,5868286,5868248,5867749,5868022,5868223,5868056,5868125,5867537,5867592,5868392,5868421,5868472,5867571,2257438,2257415,5867849,5868447,2734671,2257379,5867820,5868456,5868146,5868474,5867643,5868469,5868357,5868463,5868076,5867720}"
"Molecular, Cell, and Developmental Biology",MCD BIO,"Honors Research in Molecular, Cell, and Developmental Biology",198B,"{2526,3131373,2435258,2492412,2247491,2242018,2225065,2366447,2382455,2789162,4000541,2370842,3341276,3232932,2389171,2515440,3210068,2503909,2389110,3238862,2573,892277,2429508,1951879,2524,2649541,2230547}"
"Molecular, Cell, and Developmental Biology",MCD BIO,"Honors Research in Molecular, Cell, and Developmental Biology",198C,"{5863107,5863145}"
"Molecular, Cell, and Developmental Biology",MCD BIO,"Honors Research in Molecular, Cell, and Developmental Biology",198D,{2810930}
"Molecular, Cell, and Developmental Biology",MCD BIO,Human Genetics and Genomics,CM156,{1313}
"Molecular, Cell, and Developmental Biology",MCD BIO,Human Genetics and Genomics,CM256,{3920}
"Molecular, Cell, and Developmental Biology",MCD BIO,Human Stem Cells and Medicine,90,"{239,5860060}"
"Molecular, Cell, and Developmental Biology",MCD BIO,"Journal Club Seminars: Molecular, Cell, and Developmental Biology",193,"{3968,5862630,4815,5862125,3803,4874,5862568,5862322,4082,4236,5862671,5862539,5862048,3971,3802,5862353,5862153,5862238,5862381,5861992,5862593,5269,5862016,5011,4606,5862812,5862720,4872,4774,5862211,4242,5862479,5861946,3591,5862186,5425,5267,4924,3805,3755,3757,5012,5862431,5862503,5862455,4129,4867,4816,5270,5862403,5862765,5862898,4569,5862861,3969,5862936}"
"Molecular, Cell, and Developmental Biology",MCD BIO,Metabolism and Disease,146,{5863090}
"Molecular, Cell, and Developmental Biology",MCD BIO,Molecular Biology of Cellular Processes,144,"{690,5860078}"
"Molecular, Cell, and Developmental Biology",MCD BIO,Neuroscience: From Molecules to Mind--Cellular and Systems Neuroscience,M175A,{5860066}
"Molecular, Cell, and Developmental Biology",MCD BIO,Neuroscience: From Molecules to Mind--Molecular and Developmental Neuroscience,M175B,{2244}
"Molecular, Cell, and Developmental Biology",MCD BIO,Principles of Light Microscopy,160,{1036}
"Molecular, Cell, and Developmental Biology",MCD BIO,"Research Apprenticeship II in Molecular, Cell, and Developmental Biology",196B,"{2807498,1776,2057,1561,2137058,2237577,1833}"
"Molecular, Cell, and Developmental Biology",MCD BIO,"Research Apprenticeship I in Molecular, Cell, and Developmental Biology",196A,"{1449,5860517,5368,5860362,2004,2441,1116,492,5860496,5369,5261,5860417,1386,5860251,2391,5860542,5860098,5860444,2571070,5860474,5860321,5860175,3753790,2502,5860070,5860566,4765,4663,5860305,1335,4449,2171,5860144}"
"Molecular, Cell, and Developmental Biology",MCD BIO,"Research Group Seminars: Molecular, Cell, and Developmental Biology",194A,"{3047,5868021,2331,5867579,5868439,4014,3502,5867616,3499,5867317,4131,102,2337,4550,3503,3437,5166,2500,5868052,5868141,5110,5867752,5323,5867516,5868204,2775,3445,5258,5314,3328,2168,5867371,4558,1057,5867556,5868233,5868303,5867348,5868337,5867944,5867711,5204,5867860,5867417,5868407,5868352,5867459,5867682,5868118,1001,5111,5867292,2611,5867805,4547,5868263}"
"Molecular, Cell, and Developmental Biology",MCD BIO,Research Immersion Laboratory in Developmental Biology,104AL,"{646,5863096}"
"Molecular, Cell, and Developmental Biology",MCD BIO,Research Immersion Laboratory in Plant-Microbe Ecology,150AL,{1462}
"Molecular, Cell, and Developmental Biology",MCD BIO,Scientific Analysis and Communication I,180A,"{5860047,177}"
"Molecular, Cell, and Developmental Biology",MCD BIO,Scientific Analysis and Communication II,180B,{1165}
"Molecular, Cell, and Developmental Biology",MCD BIO,Stem Cell Biology,168,{1032}
"Molecular, Cell, and Developmental Biology",MCD BIO,"Stem Cell Biology, Politics, and Ethics: Teasing Apart Issues",50,"{5867933,1649}"
"Molecular, Cell, and Developmental Biology",MCD BIO,Structural Molecular Biology,M230B,{1391}
"Molecular, Cell, and Developmental Biology",MCD BIO,Structural Molecular Biology Laboratory,M230D,{263}
"Molecular, Cell, and Developmental Biology",MCD BIO,Undergraduate Practicum: CityLab,192B,"{5861938,4388}"
"Molecular, Cell, and Developmental Biology",MCD BIO,"Undergraduate Practicum in Molecular, Cell, and Developmental Biology",192A,"{100,2994}"
"Molecular, Cell, and Developmental Biology",MCD BIO,"Variable Topics Research Seminars: Molecular, Cell, and Developmental Biology: Bench to Bedside: Advance of Stem Cells from Basic Science to FDA-Approved Clinical Trial",191,{1102}
"Molecular, Cell, and Developmental Biology",MCD BIO,"Variable Topics Research Seminars: Molecular, Cell, and Developmental Biology: Cardiovascular Development and Disease",191,"{5860159,5860062}"
"Molecular, Cell, and Developmental Biology",MCD BIO,"Variable Topics Research Seminars: Molecular, Cell, and Developmental Biology: Effect of Healthy Lifestyle on Stem Cells, Cognition, and Aging",191,{482}
"Molecular, Cell, and Developmental Biology",MCD BIO,"Variable Topics Research Seminars: Molecular, Cell, and Developmental Biology: Epigenetics",191,{1091}
"Molecular, Cell, and Developmental Biology",MCD BIO,"Variable Topics Research Seminars: Molecular, Cell, and Developmental Biology: What are GMOs? History, Science, and Applications of Genetic Engineering",191,{5861914}
"Molecular, Cellular, and Integrative Physiology",MC&IP,Molecular Mechanisms of Human Diseases I,252,{5863919}
"Molecular, Cellular, and Integrative Physiology",MC&IP,Molecular Mechanisms of Human Diseases II,262,{1585}
"Molecular, Cellular, and Integrative Physiology",MC&IP,Research Seminar,296,"{5862601,5215,4111,5859196,1277,2503,5860685,5861468,5227,5861439,3029,5861611,4316,5864022,4764,5860762,5860546,5305,4228,5862291,3508,5460,4525,5863727,5862908,5863000,5863017,5863979,5860703,4761,5861851,5861221,5860565,2927,5863519,5860628,5126,5860480,4174,5863608,4895,5859868,4306,5860385,5861982,5066,5859238,5185,5860314,4168,252,4068,5863652,5861163,4343,5859313,5861901,2158,5862984,487,4286,5860238,5155,4442,5859562,4720,48671,5065,5863902,5861108,1727,5411,4499,2224,5862115,5861283,5860900,5307,5859889,5861364,5859425,4127,5862388,5862370,219,5069,4991,5863251,486,2329,5860941,5859727,5860030,5860050,5860127,5860152,5863769,5862549,5860590,5861258,5859673,5860273,5859753,5859824,4285,4395,5859979,5862409,5862436,5863174,5861837,5860452,5863794,5859504,5861640,5863376,3548,5859918,5860015,4167,5861240,5861056,5465,1723,1728,3266,5125,4170,4658,4762,4344,4441,5859457,5861483,5861378,5861504,3476,4659,4393,5862036,5863322,4287,5094,4171,5306,4172,4609,5863594,543,4443,5863754,5863871,2598,4657,5863996,488,5375,5863938,5863138,5859292,5862210,5860096,4288,5861528,5860069,5860298,4763,5860179,5859378,766,5374,4169,5861307,5861002,3946,3552,4394,4440,4502,5861414,5860853,4755,1278,5861749,5861810,4500,4345,3563,1105,3053,3881,1830,4289,3513,4173,3509,4161,4529,489,5860804,3947,4415,4501,5860522,5859639,5859484,3547,3853,3657,5861392,2787037,5466,778,5861826,1829,4347,1059,5862165,5859147,5862183,5859536,5862676,5859170,5861782,5862079,5862719,5860977,5861662,5028,4346,5862778,4439,5864049,5862577,3948,5863038,4498,5862236,5862509,5863066,4661,5862825,1724,4660,5100,5863427,4656,4587,4604,5863349,5861707,5863399,5861875,5862458,5863691}"
"Molecular, Cellular, and Integrative Physiology",MC&IP,Tutorials: Biophysics,290B,{5863906}
"Molecular, Cellular, and Integrative Physiology",MC&IP,Tutorials: Cellular and Molecular Physiology,290A,"{5863936,5863994,5864023,5863980}"
"Molecular, Cellular, and Integrative Physiology",MC&IP,Tutorials: Integrative and Comparative Physiology,290C,"{5863016,5863063,5863036,5862998,5863101}"
Molecular Toxicology,MOL TOX,Molecular Toxicology Seminar,211A,{5862843}
Molecular Toxicology,MOL TOX,Molecular Toxicology Seminar,211B,{2436}
Molecular Toxicology,MOL TOX,Research Topics in Molecular Toxicology: Genetic Toxicology,296F,"{4459,5867823}"
Molecular Toxicology,MOL TOX,Research Topics in Molecular Toxicology: Molecular Carcinogenesis,296B,"{5862849,476}"
Music,MUSC,Advanced Composition Studio,166,"{5862205,5450,5862248,5862280,4096,4574,5862177,4092,4049}"
Music,MUSC,Advanced Instrumental Studio: Bassoon,160C,"{5860278,438}"
Music,MUSC,Advanced Instrumental Studio: Cello,160M,"{5861727,1873}"
Music,MUSC,Advanced Instrumental Studio: Clarinet,160D,"{997,254,5864484,5864523}"
Music,MUSC,Advanced Instrumental Studio: Flute,160A,"{5859506,2050,5859539,1612}"
Music,MUSC,Advanced Instrumental Studio: French Horn,160F,"{4828,5865955}"
Music,MUSC,Advanced Instrumental Studio: Guitar,160P,"{5866464,136}"
Music,MUSC,Advanced Instrumental Studio: Harp,160O,"{528,5861702}"
Music,MUSC,Advanced Instrumental Studio: Oboe,160B,"{824,5866400}"
Music,MUSC,Advanced Instrumental Studio: Organ,160T,"{5859488,2093}"
Music,MUSC,Advanced Instrumental Studio: Percussion,160J,"{5136,5081,5861815,5861722}"
Music,MUSC,Advanced Instrumental Studio: Piano,160S,"{3133,5860951,420,5860988}"
Music,MUSC,Advanced Instrumental Studio: Saxophone,160E,"{5868410,205}"
Music,MUSC,Advanced Instrumental Studio: String Bass,160N,"{5858258,2693}"
Music,MUSC,Advanced Instrumental Studio: Trombone,160H,"{3602,5861776}"
Music,MUSC,Advanced Instrumental Studio: Trumpet,160G,"{5859543,5440}"
Music,MUSC,Advanced Instrumental Studio: Tuba/Euphonium,160I,"{5868158,4373}"
Music,MUSC,Advanced Instrumental Studio: Viola,160L,"{5864554,5301}"
Music,MUSC,Advanced Instrumental Studio: Violin,160K,"{4528,3667,4979,5858591,5858664,3470,5858642,5858625}"
Music,MUSC,Advanced Music Analysis: Post-Tonal Music,256,{5868375}
Music,MUSC,Advanced Vocal Coaching,161B,"{1926,5859559,5859580,5859531,1925,1927,2752,5859643}"
Music,MUSC,"Advanced Vocal Repertoire, Diction, and Interpretation: Russian",C158F,{2321}
Music,MUSC,"Advanced Vocal Repertoire, Diction, and Interpretation: Russian",C458F,{237}
Music,MUSC,Advanced Voice Coaching for Music Education Specialists,161C,"{3936,5861857}"
Music,MUSC,Advanced Voice Studio,161A,"{1752,2143,2142,5867300,5867262,5867229,5867280,2032}"
Music,MUSC,Alexander Technique,50,"{4911,5862891}"
Music,MUSC,Analysis for Performers,202,{5866778}
Music,MUSC,Art of Listening,15,{2209}
Music,MUSC,Bassoon Reed Making,C109B,{5863792}
Music,MUSC,Capstone Composition Recital,169,"{5864955,4599,3581,5040,4990,5864991,4754,5864919,5865026}"
Music,MUSC,Capstone Instrumental Recital: Bassoon,167C,"{5864453,26}"
Music,MUSC,Capstone Instrumental Recital: Cello,167M,"{45,5868423}"
Music,MUSC,Capstone Instrumental Recital: Clarinet,167D,"{3415,5858631,5858650,5451}"
Music,MUSC,Capstone Instrumental Recital: Flute,167A,"{5077,5863654,5179,5863626}"
Music,MUSC,Capstone Instrumental Recital: French Horn,167F,"{5863402,5287}"
Music,MUSC,Capstone Instrumental Recital: Guitar,167P,"{4713,5862454}"
Music,MUSC,Capstone Instrumental Recital: Harp,167O,"{5860809,5406}"
Music,MUSC,Capstone Instrumental Recital: Oboe,167B,"{4792,5866824}"
Music,MUSC,Capstone Instrumental Recital: Organ,167T,"{5866332,4058}"
Music,MUSC,Capstone Instrumental Recital: Percussion,167J,"{112,108,5868432,5868402}"
Music,MUSC,Capstone Instrumental Recital: Piano,167S,"{5093,5860254,3473,5860208}"
Music,MUSC,Capstone Instrumental Recital: Saxophone,167E,"{5858609,4318}"
Music,MUSC,Capstone Instrumental Recital: String Bass,167N,"{5868445,36}"
Music,MUSC,Capstone Instrumental Recital: Trombone,167H,"{5866314,5137}"
Music,MUSC,Capstone Instrumental Recital: Trumpet,167G,"{5336,5859461}"
Music,MUSC,Capstone Instrumental Recital: Tuba/Euphonium,167I,"{5866492,220}"
Music,MUSC,Capstone Instrumental Recital: Viola,167L,"{37,5868443}"
Music,MUSC,Capstone Instrumental Recital: Violin,167K,"{50,5861050,110,5861173,5860996,114,24,5860936}"
Music,MUSC,Capstone Voice Recital,168,"{5858859,4935,3785,4593,4215,5858920,5858896,5858955}"
Music,MUSC,Celebrating Cultural Diversity of Immigrants through Music,19,{2284}
Music,MUSC,Chamber Ensembles: Brass: Activity 1  ,C175A,"{5858490,3940}"
Music,MUSC,Chamber Ensembles: Brass: Activity 1  ,C485A,"{5859494,5407}"
Music,MUSC,Chamber Ensembles: Flux Contemporary,C175G,"{3126,5868193}"
Music,MUSC,Chamber Ensembles: Flux Contemporary,C485G,"{3786,5866086}"
Music,MUSC,Chamber Ensembles: Guitar,C175B,"{1457,5860986}"
Music,MUSC,Chamber Ensembles: Guitar,C485B,"{5866453,1181}"
Music,MUSC,Chamber Ensembles: Percussion,C175D,"{5858872,959}"
Music,MUSC,Chamber Ensembles: Percussion,C485D,"{5468,5866496}"
Music,MUSC,Chamber Ensembles: Piano,C175C,"{5865682,453}"
Music,MUSC,Chamber Ensembles: Piano,C485C,"{5866298,7369820,4214}"
Music,MUSC,Chamber Ensembles: Strings,C175E,"{1866,5866341}"
Music,MUSC,Chamber Ensembles: Strings,C485E,"{5862174,4892}"
Music,MUSC,Chamber Ensembles:  Woodwinds,C175F,"{1192,5868427}"
Music,MUSC,Chamber Ensembles:  Woodwinds,C485F,"{5860186,2681,5860267,3341}"
Music,MUSC,Chamber Singers,C185B,"{1359,5861971}"
Music,MUSC,Chamber Singers,C480B,"{5859554,3710}"
Music,MUSC,Community or Corporate Internships in Music,195,{5867227}
Music,MUSC,Comparative Study of Choral Music Education,110C,{2394}
Music,MUSC,Composition Studio,66,"{605,940,5866596,5866485,324,5866551,1056,5866627,1673}"
Music,MUSC,Early Music Ensemble,M90T,"{5859080,4399}"
Music,MUSC,Expressing Dissent through Music,19,{1502}
Music,MUSC,Graduate Composition Studio,266,"{4493,5863585,5863509,5149,3424,5863557,5863466,3423,4275}"
Music,MUSC,Graduate Instruction in Performance: Jazz,466,"{5864444,2118}"
Music,MUSC,Graduate Instrumental Studio: Bassoon,460C,"{4554,5858593}"
Music,MUSC,Graduate Instrumental Studio: Cello,460M,"{4818,5863683}"
Music,MUSC,Graduate Instrumental Studio: Clarinet,460D,"{3400,5863504,4075,5863558}"
Music,MUSC,Graduate Instrumental Studio: Classical Guitar,460P,"{5864886,5367}"
Music,MUSC,Graduate Instrumental Studio: Flute,460A,"{4074,3954,5865106,5865042}"
Music,MUSC,Graduate Instrumental Studio: French Horn,460F,"{3700,5860227}"
Music,MUSC,Graduate Instrumental Studio: Harp,460O,"{5868400,4775}"
Music,MUSC,Graduate Instrumental Studio: Oboe,460B,"{5860234,4948}"
Music,MUSC,Graduate Instrumental Studio: Organ,460T,"{3806,5863308}"
Music,MUSC,Graduate Instrumental Studio: Percussion,460J,"{5859070,5859095,5266,3439}"
Music,MUSC,Graduate Instrumental Studio: Piano,460S,"{5865973,5865950,5168,4954}"
Music,MUSC,Graduate Instrumental Studio: Saxophone,460E,"{5861558,4454}"
Music,MUSC,Graduate Instrumental Studio: String Bass,460N,"{5866074,4072}"
Music,MUSC,Graduate Instrumental Studio: Trombone,460H,"{4860,5866303}"
Music,MUSC,Graduate Instrumental Studio: Trumpet,460G,"{5861861,4724}"
Music,MUSC,Graduate Instrumental Studio: Tuba,460I,"{3797,5864182}"
Music,MUSC,Graduate Instrumental Studio: Viola,460L,"{5859571,4665}"
Music,MUSC,Graduate Instrumental Studio: Violin,460K,"{4450,5861796,5861833,4451,5102,5861821}"
Music,MUSC,Graduate Voice Coaching,461B,"{5868227,3299,3298,5868165,5868252,5868313}"
Music,MUSC,Graduate Voice Studio,461A,"{5858637,5858605,5858621,1087,2034,1089,5858658}"
Music,MUSC,Guitar Accompanying,C186B,{5862677}
Music,MUSC,Guitar Accompanying,C484B,{5863357}
Music,MUSC,Harp Accompanying,C186C,{5864158}
Music,MUSC,Harp Accompanying,C484C,{5861027}
Music,MUSC,"History, Listening, and Survey of Piano Literature I: Baroque and Classical",30A,{4254}
Music,MUSC,Individual Studies in Music,197,"{5863748,2218835,3201703,5863765,1426323,4022789,3552698,5863690}"
Music,MUSC,Instrumental Studio: Bassoon,60C,"{3446,5864941}"
Music,MUSC,Instrumental Studio: Cello,60M,"{5865108,327}"
Music,MUSC,Instrumental Studio: Clarinet,60D,"{356,355,5861822,5861803}"
Music,MUSC,Instrumental Studio: Flute,60A,"{4061,5859551,5859594,4642}"
Music,MUSC,Instrumental Studio: French Horn,60F,"{3007,5859662}"
Music,MUSC,Instrumental Studio: Guitar,60P,"{5866460,198}"
Music,MUSC,Instrumental Studio: Harp,60O,"{5863478,1240}"
Music,MUSC,Instrumental Studio: Oboe,60B,"{2692,5864442}"
Music,MUSC,Instrumental Studio: Organ,60T,"{5863493,724}"
Music,MUSC,Instrumental Studio: Percussion,60J,"{5862661,5862736,948,889}"
Music,MUSC,Instrumental Studio: Piano,60S,"{440,441,5866346,5866323}"
Music,MUSC,Instrumental Studio: Saxophone,60E,"{5865948,1740}"
Music,MUSC,Instrumental Studio: String Bass,60N,"{1977,5859590}"
Music,MUSC,Instrumental Studio: Trombone,60H,"{5864534,202}"
Music,MUSC,Instrumental Studio: Trumpet,60G,"{963,5861205}"
Music,MUSC,Instrumental Studio: Tuba/Euphonium,60I,"{5860072,2725}"
Music,MUSC,Instrumental Studio: Viola,60L,"{3380,5865145}"
Music,MUSC,Instrumental Studio: Violin,60K,"{5866393,614,3272,5866338,2003,5866313,262,5866366}"
Music,MUSC,Introduction to Conducting,116,{5866309}
Music,MUSC,Introduction to Musicianship,M6A,"{5858967,5858868,5859005,5858946,5858906,5858988,5858927}"
Music,MUSC,Introduction to Musicianship,M6B,"{3318,444,2715,1616,1722,2716,2161}"
Music,MUSC,Introduction to Singing Diction: English and Italian,74A,{5863505}
Music,MUSC,Introduction to Singing Diction: German,74B,{3121}
Music,MUSC,Introductory Practicum for Teaching Apprentices in Music,495,"{3181,5863951}"
Music,MUSC,Jazz and Technology Pedagogy,119,{3464}
Music,MUSC,Jazz Ensemble,486,"{4891,5864065}"
Music,MUSC,Learning Approaches in Music Education,110A,{5859540}
Music,MUSC,Marching and Varsity Bands,185H,"{5866083,2364}"
Music,MUSC,Master Class in Conducting,475,"{3922,5859397,5390,4144,5859358,5859416}"
Music,MUSC,Master Class in Opera,472,"{3609,5858601}"
Music,MUSC,Musicality and Creativity in Childhood,110B,{5863762}
Music,MUSC,Music Bibliography for Performers,204,"{5866472,5866442}"
Music,MUSC,Music Theory I,20A,"{5861867,5861896,5861835}"
Music,MUSC,Music Theory II,20B,"{3554,5217,5432,5866307}"
Music,MUSC,Music Theory III,20C,{2393264}
Music,MUSC,Music Theory IV,120A,"{5866410,5866382}"
Music,MUSC,Music Theory V,120B,"{3931,3930}"
Music,MUSC,New Music Forum,401,"{1704,2914,5866595,5866387,5866316,1711,2417,5866363,2541,3735921,3765830,585,3076,5866498,5866417,1428,242,5866651,1033,5866451,5866628,1254}"
Music,MUSC,Notation and Performance,203,{5866209}
Music,MUSC,Oboe Reed Making,C109A,{5866047}
Music,MUSC,Opera Workshop,C185C,"{5866106,2999}"
Music,MUSC,Opera Workshop,C480C,"{5858656,1149}"
Music,MUSC,Philharmonia,C185E,"{5867134,3358}"
Music,MUSC,Philharmonia,C480E,"{5859557,3426}"
Music,MUSC,Piano/Keyboard Accompanying,C186A,{5858517}
Music,MUSC,Piano/Keyboard Accompanying,C484A,{5862471}
Music,MUSC,Preparatory Music Theory,3,{5863922}
Music,MUSC,Problems in Performance Practices: Contemporary,261F,{4988}
Music,MUSC,Problems in Performance Practices: Romantic,261E,{5863310}
Music,MUSC,Recital for Music Education Majors: Bassoon,163C,"{5864464,2580}"
Music,MUSC,Recital for Music Education Majors: Cello,163M,"{4751,5858823}"
Music,MUSC,Recital for Music Education Majors: Clarinet,163D,"{5858630,1648,5858651,3297}"
Music,MUSC,Recital for Music Education Majors: Flute,163A,"{5292,5859542,5859517}"
Music,MUSC,Recital for Music Education Majors: French Horn,163F,"{5866437,4271}"
Music,MUSC,Recital for Music Education Majors: Guitar,163P,"{5862187,4742}"
Music,MUSC,Recital for Music Education Majors: Harp,163O,"{5865188,5092}"
Music,MUSC,Recital for Music Education Majors: Oboe,163B,"{1242,5858615}"
Music,MUSC,Recital for Music Education Majors: Organ,163T,"{773,5864887}"
Music,MUSC,Recital for Music Education Majors: Percussion,163J,"{5866320,3992,5866342,3777}"
Music,MUSC,Recital for Music Education Majors: Piano,163S,"{383,670,5865700,5865730}"
Music,MUSC,Recital for Music Education Majors: Saxophone,163E,"{5866324,3892}"
Music,MUSC,Recital for Music Education Majors: String Bass,163N,"{3533,5860991}"
Music,MUSC,Recital for Music Education Majors: Trombone,163H,"{5866093,4377}"
Music,MUSC,Recital for Music Education Majors: Trumpet,163G,"{5866773,4416}"
Music,MUSC,Recital for Music Education Majors: Tuba/Euphonium,163I,"{5860373,5089}"
Music,MUSC,Recital for Music Education Majors: Viola,163L,"{5863355,4845}"
Music,MUSC,Recital for Music Education Majors: Violin,163K,"{5865054,5341,5036,5865028,5035,5865109}"
Music,MUSC,Recital for Music Education Majors: Voice,163V,"{951,5866099}"
Music,MUSC,Repertory and Analysis,M201,"{2862,83}"
Music,MUSC,Selected Topics in Keyboard Literature: Lecture 1  ,C171,"{5867183,4803}"
Music,MUSC,Selected Topics in Keyboard Literature: Lecture 1  ,C271,"{3850,5859398}"
Music,MUSC,Selected Topics in Keyboard Literature: Lecture 2  ,C171,"{4378,5858594}"
Music,MUSC,Selected Topics in Keyboard Literature: Lecture 2  ,C271,"{3996,5858577}"
Music,MUSC,Seminar: Orchestration,251,{862}
Music,MUSC,Seminar: Special Topics in Composition and Theory: Seminar 1  ,253,{5868164}
Music,MUSC,Special Topics in Counterpoint,104B,"{2451,5861007}"
Music,MUSC,Study of Instrumental Techniques: High Strings,114A,{5868394}
Music,MUSC,Study of Instrumental Techniques: Low Strings,114B,{1418}
Music,MUSC,Study of Instrumental Techniques: Woodwinds,115A,{4044}
Music,MUSC,Symphonic Band,185F,"{424,5862196}"
Music,MUSC,Symphony Orchestra,C185D,"{5865074,1650}"
Music,MUSC,Symphony Orchestra,C480D,"{5862425,4645}"
Music,MUSC,UCLA Centennial Initiative: Great Composers,19,{497}
Music,MUSC,UCLA Chorale,C185A,"{1420,5858839}"
Music,MUSC,UCLA Chorale,C480A,"{3608,5863303}"
Music,MUSC,Vocal Techniques for Music Education I,114C,{5859553}
Music,MUSC,Vocal Techniques for Music Education II,114D,{1140}
Music,MUSC,Voice Coaching,61B,"{5868460,5868433,1549,5868466,1992,2114,2113,5868453}"
Music,MUSC,Voice Coaching for Music Education Specialists,61C,"{719,5866333}"
Music,MUSC,Voice Studio,61A,"{5863431,3042,5863400,5863334,606,5863360,2487,2606}"
Music,MUSC,Wind Ensemble,C185G,"{5859084,1651}"
Music,MUSC,Wind Ensemble,C480G,"{5862635,4059}"
Music Industry,MSC IND,Audio Technology for Musicians I,107A,{5858992}
Music Industry,MSC IND,Community or Corporate Internships in Music Industry and Technology,195,"{2576648,1183,1741,3212328,2296,5862155,5862195,5862170}"
Music Industry,MSC IND,Forensic Musicology,M181,{2349}
Music Industry,MSC IND,Individual Studies in Music Industry and Technology,197,"{5868210,80867,3856283}"
Music Industry,MSC IND,Introduction to Community or Corporate Internships in Music Industry,95,"{5859019,39}"
